idDip,urlPerf,fullName,apellido,nombre,estado,bloque,provincia,afirmativos,negativos,abstenciones,ausencias,presidencias
A50810,https://votaciones.hcdn.gob.ar/diputado/508,"CARRIZO, Ana Carla",CARRIZO, Ana Carla,En actividad,Unión Cívica Radical,C.A.B.A.,472,152,32,75,-
A50879,https://votaciones.hcdn.gob.ar/diputado/569,"CARRIZO, Nilda Mabel",CARRIZO, Nilda Mabel,En actividad,Frente de Todos,Tucumán,349,128,7,34,-
A50821,https://votaciones.hcdn.gob.ar/diputado/561,"CARRIZO, Soledad",CARRIZO, Soledad,En actividad,Unión Cívica Radical,Córdoba,457,156,16,102,-
A51112,https://votaciones.hcdn.gob.ar/diputado/1686,"CARRO, Pablo",CARRO, Pablo,En actividad,Frente de Todos,Córdoba,156,50,4,30,-
A4747,https://votaciones.hcdn.gob.ar/diputado/226,"CASAÑAS, Juan Francisco",CASAÑAS, Juan Francisco,-,Del Bicentenario,Tucumán,244,109,4,459,-
A4090,https://votaciones.hcdn.gob.ar/diputado/706,"CASANOVAS, Jorge Osvaldo",CASANOVAS, Jorge Osvaldo,-,Peronista Federal,Buenos Aires,90,25,1,97,-
A51143,https://votaciones.hcdn.gob.ar/diputado/1726,"CASARETTO, Marcelo Pablo",CASARETTO, Marcelo Pablo,En actividad,Frente de Todos,Entre Ríos,27,-,-,-,-
G149,https://votaciones.hcdn.gob.ar/diputado/1333,"CASARI de ALARCIA, Leonor",CASARI de ALARCIA, Leonor,-,Justicialista,Capital Federal,75,18,-,85,-
A51161,https://votaciones.hcdn.gob.ar/diputado/1742,"CASAS, Sergio Guillermo",CASAS, Sergio Guillermo,En actividad,Frente de Todos,La Rioja,27,-,-,-,-
G307,https://votaciones.hcdn.gob.ar/diputado/1494,"CASELLA, Juan Manuel",CASELLA, Juan Manuel,-,Unión Cívica Radical,Buenos Aires,32,15,-,8,-
A4633,https://votaciones.hcdn.gob.ar/diputado/520,"CASELLES, Graciela María",CASELLES, Graciela María,En actividad,Frente de Todos,San Juan,962,80,12,268,-
A50822,https://votaciones.hcdn.gob.ar/diputado/62,"CASERIO, Carlos Alberto",CASERIO, Carlos Alberto,-,Unión por Córdoba,Córdoba,438,44,4,396,-
A4311,https://votaciones.hcdn.gob.ar/diputado/708,"CASSESE, Marina",CASSESE, Marina,-,Justicialista Nacional,Buenos Aires,281,64,74,294,-
A51107,https://votaciones.hcdn.gob.ar/diputado/1681,"CASSINERIO, Paulo Leonardo",CASSINERIO, Paulo Leonardo,En actividad,Córdoba Federal,Córdoba,173,15,5,47,-
A50896,https://votaciones.hcdn.gob.ar/diputado/172,"CASTAGNETO, Carlos Daniel",CASTAGNETO, Carlos Daniel,-,Frente de Todos,Buenos Aires,267,182,10,61,-
A4721,https://votaciones.hcdn.gob.ar/diputado/389,"CASTALDO, Norah Susana",CASTALDO, Norah Susana,-,Unión Cívica Radical,Tucumán,98,40,11,51,-
A2554,https://votaciones.hcdn.gob.ar/diputado/709,"CASTAÑON, Alfredo José",CASTAÑON, Alfredo José,-,Interbloque Acción por la Repúbliica,C.A.B.A.,14,32,1,15,-
A4754,https://votaciones.hcdn.gob.ar/diputado/174,"CASTAÑON, Hugo",CASTAÑON, Hugo,-,Unión Cívica Radical,Rio Negro,103,70,1,151,-
A3452,https://votaciones.hcdn.gob.ar/diputado/710,"CASTELLANI, Carlos Alberto",CASTELLANI, Carlos Alberto,-,U. Ce. De.,Santa Fe,42,55,3,65,-
A51195,https://votaciones.hcdn.gob.ar/diputado/1773,"CASTETS, Laura Carolina",CASTETS, Laura Carolina,En actividad,Coalición Cívica,Santa Fe,2,25,-,-,-
G150,https://votaciones.hcdn.gob.ar/diputado/1334,"CASTILLO, José Luis",CASTILLO, José Luis,-,Justicialista,Capital Federal,126,28,2,55,-
G75,https://votaciones.hcdn.gob.ar/diputado/1259,"CASTILLO, Oscar Anibal",CASTILLO, Oscar Anibal,-,Corriente de Pensamiento Federal,Capital Federal,37,14,-,127,-
A3436,https://votaciones.hcdn.gob.ar/diputado/711,"CASTRO, Alicia Amalia",CASTRO, Alicia Amalia,-,Frente para el Cambio,Buenos Aires,71,119,12,128,-
G243,https://votaciones.hcdn.gob.ar/diputado/1427,"CASTRO, Carlos José",CASTRO, Carlos José,-,Justicialista,Buenos Aires,101,24,4,35,-
A50858,https://votaciones.hcdn.gob.ar/diputado/584,"CASTRO, Sandra Daniela",CASTRO, Sandra Daniela,-,Frente de Todos,San Juan,485,173,22,24,-
A50964,https://votaciones.hcdn.gob.ar/diputado/61,"CASTRO MOLINA, Enrique Roberto",CASTRO MOLINA, Enrique Roberto,-,Compromiso con San Juan,San Juan,9,1,-,1,-
A50762,https://votaciones.hcdn.gob.ar/diputado/274,"CATALAN MAGNI, Julio César",CATALAN MAGNI, Julio César,-,Frente para la Victoria - PJ,Tierra del Fuego,219,4,-,2,-
A4550,https://votaciones.hcdn.gob.ar/diputado/712,"CAVADINI, Eduardo",CAVADINI, Eduardo,-,Frente para la Victoria - PJ,Jujuy,200,5,19,337,-
G76,https://votaciones.hcdn.gob.ar/diputado/1260,"CAVALLARI, Juan José",CAVALLARI, Juan José,-,Corriente de Pensamiento Federal,Capital Federal,5,2,-,7,-
A2063,https://votaciones.hcdn.gob.ar/diputado/713,"CAVALLERO, Hector José",CAVALLERO, Hector José,-,Justicialista,Santa Fe,71,53,4,37,-
A3794,https://votaciones.hcdn.gob.ar/diputado/714,"CAVALLO, Domingo Felipe",CAVALLO, Domingo Felipe,-,Interbloque Acción por la Repúbliica,C.A.B.A.,14,12,6,63,-
A51024,https://votaciones.hcdn.gob.ar/diputado/165,"CAVIGLIA, Franco Agustín",CAVIGLIA, Franco Agustín,-,Juntos por Argentina,Buenos Aires,274,53,7,138,-
G77,https://votaciones.hcdn.gob.ar/diputado/1261,"CEBALLOS, Walter Alberto",CEBALLOS, Walter Alberto,-,Corriente de Pensamiento Federal,Capital Federal,47,34,2,28,-
G368,https://votaciones.hcdn.gob.ar/diputado/1555,"CEBALLOS de MARIN, Fani A.",CEBALLOS de MARIN, Fani A.,-,Renovador de Salta,Salta,31,13,-,56,-
A4407,https://votaciones.hcdn.gob.ar/diputado/716,"CECCO, Carlos Jaime",CECCO, Carlos Jaime,-,Unión Cívica Radical,Entre Ríos,217,178,6,297,-
A4593,https://votaciones.hcdn.gob.ar/diputado/88,"CEJAS, Jorge Alberto",CEJAS, Jorge Alberto,-,Frente para la Victoria - PJ,Rio Negro,688,36,6,45,-
A4299,https://votaciones.hcdn.gob.ar/diputado/717,"CERDAN, Argentina",CERDAN, Argentina,-,Justicialista,Formosa,24,1,-,17,-
G245,https://votaciones.hcdn.gob.ar/diputado/1429,"CERDERA, Rogelio Rafael",CERDERA, Rogelio Rafael,-,Justicialista,San Juan,38,5,-,54,-
A4062,https://votaciones.hcdn.gob.ar/diputado/718,"CEREZO, Octavio Néstor",CEREZO, Octavio Néstor,-,Justicialista,Catamarca,134,17,-,62,-
A51090,https://votaciones.hcdn.gob.ar/diputado/1664,"CERRUTI, Gabriela",CERRUTI, Gabriela,En actividad,Frente de Todos,C.A.B.A.,161,58,7,14,-
A4439,https://votaciones.hcdn.gob.ar/diputado/719,"CESAR, Nora Noemí",CESAR, Nora Noemí,-,Frente para la Victoria - PJ,Buenos Aires,608,27,22,175,-
A4059,https://votaciones.hcdn.gob.ar/diputado/720,"CETTOUR, Hugo Ramón",CETTOUR, Hugo Ramón,-,Justicialista,Entre Ríos,168,23,1,21,-
A3765,https://votaciones.hcdn.gob.ar/diputado/721,"CHAYA, María Lelia",CHAYA, María Lelia,-,Peronista Federal,Salta,47,56,2,225,-
A4746,https://votaciones.hcdn.gob.ar/diputado/125,"CHEMES, Jorge Omar",CHEMES, Jorge Omar,-,Unión Cívica Radical,Entre Ríos,131,75,4,115,-
A3170,https://votaciones.hcdn.gob.ar/diputado/722,"CHIACCHIO, Nora Alicia",CHIACCHIO, Nora Alicia,-,Peronista Federal,Buenos Aires,572,84,12,170,-
G369,https://votaciones.hcdn.gob.ar/diputado/1556,"CHICA RODRIGUEZ, Juan José",CHICA RODRIGUEZ, Juan José,-,Justicialista,San Juan,52,21,6,21,-
A4772,https://votaciones.hcdn.gob.ar/diputado/432,"CHIENO, María Elena",CHIENO, María Elena,-,Frente para la Victoria - PJ,Corrientes,267,25,5,28,-
A4623,https://votaciones.hcdn.gob.ar/diputado/396,"CHIQUICHANO, Rosa Laudelina",CHIQUICHANO, Rosa Laudelina,-,Frente para la Victoria - PJ,Chubut,233,21,7,105,-
A4329,https://votaciones.hcdn.gob.ar/diputado/723,"CHIRONI, Fernando Gustavo",CHIRONI, Fernando Gustavo,-,Unión Cívica Radical,Rio Negro,320,153,13,212,-
A50740,https://votaciones.hcdn.gob.ar/diputado/100,"CIAMPINI, José Alberto",CIAMPINI, José Alberto,-,Frente para la Victoria - PJ,Neuquén,642,159,7,121,-
G24,https://votaciones.hcdn.gob.ar/diputado/1208,"CICARE, Miguel Angel",CICARE, Miguel Angel,-,Justicialista,La Pampa,7,3,-,4,-
A4756,https://votaciones.hcdn.gob.ar/diputado/444,"CICILIANI, Alicia Mabel",CICILIANI, Alicia Mabel,-,Partido Socialista,Santa Fe,444,186,33,152,1
A4162,https://votaciones.hcdn.gob.ar/diputado/5,"CIGOGNA, Luis Francisco Jorge",CIGOGNA, Luis Francisco Jorge,-,Frente para la Victoria - PJ,Buenos Aires,1471,185,5,100,-
A51196,https://votaciones.hcdn.gob.ar/diputado/1774,"CIPOLINI, Gerardo",CIPOLINI, Gerardo,En actividad,Unión Cívica Radical,Chaco,2,19,-,6,-
A51152,https://votaciones.hcdn.gob.ar/diputado/1733,"CISNEROS, Carlos Anibal",CISNEROS, Carlos Anibal,En actividad,Frente de Todos,Tucumán,26,-,-,1,-
A4092,https://votaciones.hcdn.gob.ar/diputado/724,"CISTERNA, Victor Hugo",CISTERNA, Victor Hugo,-,Justicialista,Chubut,141,25,2,45,-
A4330,https://votaciones.hcdn.gob.ar/diputado/725,"CITTADINI, Stella",CITTADINI, Stella,-,Frente para la Victoria - PJ,Córdoba,587,29,3,79,-
A50754,https://votaciones.hcdn.gob.ar/diputado/332,"CLERI, Marcos",CLERI, Marcos,En actividad,Frente de Todos,Santa Fe,662,164,9,121,-
A50954,https://votaciones.hcdn.gob.ar/diputado/287,"CLOSS, Maurice Fabian",CLOSS, Maurice Fabian,-,Frente de la Concordia Misionero,Misiones,170,27,5,105,-
G244,https://votaciones.hcdn.gob.ar/diputado/1428,"CLOSS, Ramón Alberto",CLOSS, Ramón Alberto,-,Unión Cívica Radical,Misiones,55,40,1,68,-
A50843,https://votaciones.hcdn.gob.ar/diputado/107,"COBOS, Julio César Cleto",COBOS, Julio César Cleto,-,Unión Cívica Radical,Mendoza,88,63,12,21,-
A4551,https://votaciones.hcdn.gob.ar/diputado/726,"COIRINI, Adriana Elsa",COIRINI, Adriana Elsa,-,Peronista Federal,Buenos Aires,357,33,6,165,-
A4475,https://votaciones.hcdn.gob.ar/diputado/727,"COLLANTES, Genaro Aurelio",COLLANTES, Genaro Aurelio,-,Unión Cívica Radical,Catamarca,381,63,11,377,-
A3562,https://votaciones.hcdn.gob.ar/diputado/728,"COLOMBI, Ricardo",COLOMBI, Ricardo,-,Frente de Todos,Corrientes,236,24,5,318,-
A3801,https://votaciones.hcdn.gob.ar/diputado/729,"COLOMBO, María Teresita del Valle",COLOMBO, María Teresita del Valle,-,Frente Cívico Social,Catamarca,68,26,5,18,-
A2997,https://votaciones.hcdn.gob.ar/diputado/730,"COLUCIGNO, Aurelia Alicia",COLUCIGNO, Aurelia Alicia,-,Unión Cívica Radical,Buenos Aires,78,24,1,14,-
A4331,https://votaciones.hcdn.gob.ar/diputado/515,"COMELLI, Alicia Marcela",COMELLI, Alicia Marcela,-,Movimiento Popular Neuquino,Neuquén,881,147,52,393,-
A4780,https://votaciones.hcdn.gob.ar/diputado/230,"COMI, Carlos Marcelo",COMI, Carlos Marcelo,-,Coalición Cívica - ARI - UNEN,Santa Fe,119,75,8,123,-
A2892,https://votaciones.hcdn.gob.ar/diputado/731,"CONCA, Julio Cesar",CONCA, Julio Cesar,-,Bloquista de San Juan,San Juan,96,30,26,13,-
A50998,https://votaciones.hcdn.gob.ar/diputado/17,"CONESA, Eduardo Raúl",CONESA, Eduardo Raúl,-,Unión PRO,C.A.B.A.,255,38,3,11,-
A4094,https://votaciones.hcdn.gob.ar/diputado/732,"CONTE  GRAND, Gerardo Amadeo",CONTE  GRAND, Gerardo Amadeo,-,Justicialista,C.A.B.A.,158,25,11,19,-
A4440,https://votaciones.hcdn.gob.ar/diputado/437,"CONTI, Diana Beatriz",CONTI, Diana Beatriz,-,Frente para la Victoria - PJ,Buenos Aires,1205,126,11,361,-
A51045,https://votaciones.hcdn.gob.ar/diputado/1614,"CONTIGIANI, Luis Gustavo",CONTIGIANI, Luis Gustavo,En actividad,Frente Progresista Cívico y Social,Santa Fe,151,65,5,19,-
A50780,https://votaciones.hcdn.gob.ar/diputado/469,"CONTRERA, Mónica Graciela",CONTRERA, Mónica Graciela,-,Frente para la Victoria - PJ,Chubut,264,3,-,23,-
A51019,https://votaciones.hcdn.gob.ar/diputado/471,"COPES, Ana Isabel",COPES, Ana Isabel,-,Partido Demócrata Progresista,Santa Fe,260,40,6,1,-
A3790,https://votaciones.hcdn.gob.ar/diputado/733,"CORCHUELO BLASCO, José Manuel",CORCHUELO BLASCO, José Manuel,-,Justicialista,Chubut,163,63,5,64,-
A4527,https://votaciones.hcdn.gob.ar/diputado/734,"CORDOBA, José Manuel",CORDOBA, José Manuel,-,Frente para la Victoria - PJ,Santa Cruz,570,27,9,227,-
A4095,https://votaciones.hcdn.gob.ar/diputado/414,"CORDOBA, Stella Maris",CORDOBA, Stella Maris,-,Frente para la Victoria - PJ,Tucumán,999,62,42,267,-
A68,https://votaciones.hcdn.gob.ar/diputado/735,"CORFIELD, Guillermo Eduardo",CORFIELD, Guillermo Eduardo,-,Unión Cívica Radical,Entre Ríos,104,48,6,7,-
A51164,https://votaciones.hcdn.gob.ar/diputado/1745,"CORNEJO, Alfredo Victor",CORNEJO, Alfredo Victor,En actividad,Unión Cívica Radical,Mendoza,1,25,-,1,-
A4510,https://votaciones.hcdn.gob.ar/diputado/736,"CORNEJO, Alfredo Victor",CORNEJO, Alfredo Victor,-,No Integra Bloque,Mendoza,144,51,16,355,-
A51171,https://votaciones.hcdn.gob.ar/diputado/1752,"CORNEJO, Virginia Maria",CORNEJO, Virginia Maria,En actividad,Partido Propuesta Salteña,Salta,2,20,-,5,-
A51197,https://votaciones.hcdn.gob.ar/diputado/1775,"CORPACCI, Lucia",CORPACCI, Lucia,En actividad,Frente de Todos,Catamarca,27,-,-,-,-
A3984,https://votaciones.hcdn.gob.ar/diputado/738,"CORREA, Elsa Haydee",CORREA, Elsa Haydee,-,Justicialista,Mendoza,61,22,1,19,-
A4159,https://votaciones.hcdn.gob.ar/diputado/737,"CORREA, Juan Carlos",CORREA, Juan Carlos,-,Peronista Federal,Buenos Aires,187,20,1,5,-
A51124,https://votaciones.hcdn.gob.ar/diputado/1698,"CORREA, Walter",CORREA, Walter,En actividad,Frente de Todos,Buenos Aires,155,58,6,21,-
A4611,https://votaciones.hcdn.gob.ar/diputado/263,"CORTINA, Roy",CORTINA, Roy,-,Partido Socialista,C.A.B.A.,291,181,21,282,-
A3239,https://votaciones.hcdn.gob.ar/diputado/739,"CORTINAS, Ismael Ramón",CORTINAS, Ismael Ramón,-,Autonomista de Corrientes,Corrientes,51,28,8,78,-
A4467,https://votaciones.hcdn.gob.ar/diputado/740,"COSCIA, Jorge Edmundo",COSCIA, Jorge Edmundo,-,Frente para la Victoria - PJ,C.A.B.A.,598,32,6,96,-
G151,https://votaciones.hcdn.gob.ar/diputado/1335,"COSSOS PEREZ, Juan Nicolás",COSSOS PEREZ, Juan Nicolás,-,Justicialista,Capital Federal,3,5,-,6,-
A4755,https://votaciones.hcdn.gob.ar/diputado/187,"COSTA, Eduardo Raúl",COSTA, Eduardo Raúl,-,Unión Cívica Radical,Santa Cruz,320,124,15,357,-
A4332,https://votaciones.hcdn.gob.ar/diputado/741,"COSTA, Roberto Raúl",COSTA, Roberto Raúl,-,Unión Cívica Radical,Buenos Aires,125,61,21,491,-
A4097,https://votaciones.hcdn.gob.ar/diputado/742,"COTO, Alberto Agustín",COTO, Alberto Agustín,-,Justicialista,Buenos Aires,178,21,2,12,-
A51030,https://votaciones.hcdn.gob.ar/diputado/1181,"COULY, Veronica Carolina",COULY, Veronica Carolina,-,Federal Unidos por una Nueva Argentina,Buenos Aires,45,3,2,67,-
A1587,https://votaciones.hcdn.gob.ar/diputado/743,"COUREL, Carlos Alberto",COUREL, Carlos Alberto,-,Unión Cívica Radical,Tucumán,85,35,10,35,-
A50985,https://votaciones.hcdn.gob.ar/diputado/343,"COUSINET, Graciela",COUSINET, Graciela,-,Libres del Sur,Mendoza,187,62,8,50,-
G152,https://votaciones.hcdn.gob.ar/diputado/1336,"CRAMARO, Hugo Arnaldo",CRAMARO, Hugo Arnaldo,-,Justicialista,Capital Federal,3,-,-,11,-
A4600,https://votaciones.hcdn.gob.ar/diputado/399,"CREMER DE BUSTI, María Cristina",CREMER DE BUSTI, María Cristina,-,Unión por Entre Ríos,Entre Ríos,639,145,44,254,-
A51168,https://votaciones.hcdn.gob.ar/diputado/1749,"CRESCIMBENI, Camila",CRESCIMBENI, Camila,En actividad,PRO,Buenos Aires,2,25,-,-,-
A51099,https://votaciones.hcdn.gob.ar/diputado/1673,"CRESTO, Mayda",CRESTO, Mayda,En actividad,Frente de Todos,Entre Ríos,201,17,3,19,-
G25,https://votaciones.hcdn.gob.ar/diputado/1209,"CROSTELLI, Juan Carlos",CROSTELLI, Juan Carlos,-,Justicialista,Córdoba,83,17,4,7,-
G9,https://votaciones.hcdn.gob.ar/diputado/1193,"CRUCHAGA, Melchor René",CRUCHAGA, Melchor René,-,Unión Cívica Radical,Buenos Aires,84,40,2,36,-
G26,https://votaciones.hcdn.gob.ar/diputado/1210,"CRUZ, Washington Jesus",CRUZ, Washington Jesus,-,Justicialista,Jujuy,8,-,1,5,-
A4688,https://votaciones.hcdn.gob.ar/diputado/73,"CUCCOVILLO, Ricardo Oscar",CUCCOVILLO, Ricardo Oscar,-,Partido Socialista,Buenos Aires,307,196,14,258,-
A4519,https://votaciones.hcdn.gob.ar/diputado/744,"CUEVAS, Hugo Oscar",CUEVAS, Hugo Oscar,-,De la Concertación,Rio Negro,554,102,19,157,-
A2835,https://votaciones.hcdn.gob.ar/diputado/745,"CURLETTI, Miriam Belén",CURLETTI, Miriam Belén,-,Unión Cívica Radical,Chaco,64,23,-,30,-
A4819,https://votaciones.hcdn.gob.ar/diputado/126,"CURRILEN, Oscar Rubén",CURRILEN, Oscar Rubén,-,Frente para la Victoria - PJ,Chubut,292,9,1,23,-
A4060,https://votaciones.hcdn.gob.ar/diputado/121,"CUSINATO, Gustavo",CUSINATO, Gustavo,-,Unión Cívica Radical,Entre Ríos,233,160,13,173,-
A3795,https://votaciones.hcdn.gob.ar/diputado/746,"D`ERRICO, María Rita Antonia",D`ERRICO, María Rita Antonia,-,Justicialista,Buenos Aires,45,42,-,30,-
A50835,https://votaciones.hcdn.gob.ar/diputado/140,"D'AGOSTINO, Jorge Marcelo",D'AGOSTINO, Jorge Marcelo,-,Unión Cívica Radical,Entre Ríos,303,105,14,69,-
A50783,https://votaciones.hcdn.gob.ar/diputado/311,"D'ALESSANDRO, Marcelo Silvio",D'ALESSANDRO, Marcelo Silvio,-,Federal Unidos por una Nueva Argentina,Buenos Aires,65,26,4,89,-
G153,https://votaciones.hcdn.gob.ar/diputado/1337,"D'ALESSANDRO, Miguel H.",D'ALESSANDRO, Miguel H.,-,Justicialista,Capital Federal,79,9,4,19,-
G78,https://votaciones.hcdn.gob.ar/diputado/1262,"D'AMBROSIO, Angel Mario",D'AMBROSIO, Angel Mario,-,Corriente de Pensamiento Federal,Capital Federal,29,30,2,50,-
G246,https://votaciones.hcdn.gob.ar/diputado/1430,"D'ELIA, Roberto Antonio",D'ELIA, Roberto Antonio,-,Unión Cívica Radical,Buenos Aires,66,78,3,17,-
A50784,https://votaciones.hcdn.gob.ar/diputado/185,"DAER, Héctor Ricardo",DAER, Héctor Ricardo,-,Bloque de los Trabajadores,Buenos Aires,172,28,13,278,-
A3467,https://votaciones.hcdn.gob.ar/diputado/415,"DAHER, Zulema Beatríz",DAHER, Zulema Beatríz,-,Unión Peronista,Salta,729,159,24,317,-
A51182,https://votaciones.hcdn.gob.ar/diputado/1762,"DAIVES, Ricardo Daniel",DAIVES, Ricardo Daniel,En actividad,Frente de Todos,Santiago del Estero,27,-,-,-,-
A51258,https://votaciones.hcdn.gob.ar/diputado/1828,"DALDOVO, Nelly Ramona",DALDOVO, Nelly Ramona,En actividad,Frente de Todos,Formosa,27,-,-,-,-
A4535,https://votaciones.hcdn.gob.ar/diputado/747,"DALLA FONTANA, Ariel  Raúl Armando",DALLA FONTANA, Ariel  Raúl Armando,-,Santa Fe Federal,Santa Fe,521,59,72,175,-
A4064,https://votaciones.hcdn.gob.ar/diputado/748,"DAMIANI, Hernán Norberto Luis",DAMIANI, Hernán Norberto Luis,-,Unión Cívica Radical,Misiones,63,79,5,66,-
A4597,https://votaciones.hcdn.gob.ar/diputado/478,"DAMILANO GRIVARELLO, Viviana Mónica",DAMILANO GRIVARELLO, Viviana Mónica,-,Frente para la Victoria - PJ,Chaco,303,30,5,28,-
A50818,https://votaciones.hcdn.gob.ar/diputado/72,"DAS NEVES, Mario",DAS NEVES, Mario,-,Trabajo y Dignidad,Chubut,140,75,25,130,-
A4614,https://votaciones.hcdn.gob.ar/diputado/346,"DATO, Alfredo Carlos",DATO, Alfredo Carlos,-,Frente para la Victoria - PJ,Tucumán,680,39,-,56,-
A4086,https://votaciones.hcdn.gob.ar/diputado/750,"DAUD, Jorge Carlos",DAUD, Jorge Carlos,-,Frente para la Victoria - PJ,Entre Ríos,615,55,9,211,-
A50962,https://votaciones.hcdn.gob.ar/diputado/296,"DAVID, Javier",DAVID, Javier,-,Justicialista,Salta,402,49,12,57,-
A4333,https://votaciones.hcdn.gob.ar/diputado/751,"DAZA, Héctor Rubén",DAZA, Héctor Rubén,-,Frente para la Victoria - PJ,Jujuy,442,29,17,210,-
A3529,https://votaciones.hcdn.gob.ar/diputado/752,"DE BALDRICH, Jorge Amadeo",DE BALDRICH, Jorge Amadeo,-,Interbloque Acción por la Repúbliica,Mendoza,18,34,2,8,-
A88,https://votaciones.hcdn.gob.ar/diputado/753,"DE BARIAZARRA, Roberto Rodolfo",DE BARIAZARRA, Roberto Rodolfo,-,Unión Cívica Radical,Rio Negro,65,30,4,18,-
A4400,https://votaciones.hcdn.gob.ar/diputado/754,"DE BERNARDI, Eduardo",DE BERNARDI, Eduardo,-,Frente para la Victoria - PJ,Chubut,539,38,9,112,-
A4334,https://votaciones.hcdn.gob.ar/diputado/755,"DE BRASI, Marta Susana",DE BRASI, Marta Susana,-,Frente para la Victoria - PJ,C.A.B.A.,325,67,26,280,-
A50714,https://votaciones.hcdn.gob.ar/diputado/439,"DE FERRARI RUEDA, Patricia",DE FERRARI RUEDA, Patricia,-,Unión Cívica Radical,Córdoba,169,137,15,88,-
A50691,https://votaciones.hcdn.gob.ar/diputado/23,"DE GENNARO, Victor Norberto",DE GENNARO, Victor Norberto,-,Unidad Popular,Buenos Aires,124,75,17,193,-
A4335,https://votaciones.hcdn.gob.ar/diputado/756,"DE LA BARRERA, Guillermo",DE LA BARRERA, Guillermo,-,Frente para la Victoria - PJ,Catamarca,548,39,5,106,-
A4336,https://votaciones.hcdn.gob.ar/diputado/355,"DE LA ROSA, Maria Graciela",DE LA ROSA, Maria Graciela,-,Frente para la Victoria - PJ,Formosa,928,78,5,53,-
A4415,https://votaciones.hcdn.gob.ar/diputado/757,"DE LAJONQUIERE, Nelson",DE LAJONQUIERE, Nelson,-,Unión Cívica Radical,Santa Fe,27,38,2,65,-
A51239,https://votaciones.hcdn.gob.ar/diputado/1813,"DE LAMADRID, Alvaro Héctor",DE LAMADRID, Alvaro Héctor,En actividad,Unión Cívica Radical,C.A.B.A.,2,25,-,-,-
A4507,https://votaciones.hcdn.gob.ar/diputado/247,"DE MARCHI, Omar Bruno",DE MARCHI, Omar Bruno,En actividad,PRO,Mendoza,314,284,36,550,-
G79,https://votaciones.hcdn.gob.ar/diputado/1263,"DE MARTINO, Victor Amador",DE MARTINO, Victor Amador,-,Corriente de Pensamiento Federal,Capital Federal,6,4,-,4,-
A50785,https://votaciones.hcdn.gob.ar/diputado/65,"DE MENDIGUREN, José Ignacio",DE MENDIGUREN, José Ignacio,En actividad,Frente de Todos,Buenos Aires,392,59,35,245,-
A4441,https://votaciones.hcdn.gob.ar/diputado/264,"DE NARVAEZ, Francisco",DE NARVAEZ, Francisco,-,Unión Celeste y Blanco,Buenos Aires,276,192,24,849,-
A4098,https://votaciones.hcdn.gob.ar/diputado/758,"DE NUCCIO, Fabián",DE NUCCIO, Fabián,-,A.R.I,Buenos Aires,42,106,22,43,-
G349,https://votaciones.hcdn.gob.ar/diputado/1536,"DE PAULA, Victor Francisco",DE PAULA, Victor Francisco,-,Unión Cívica Radical,Buenos Aires,-,2,-,-,-
A50675,https://votaciones.hcdn.gob.ar/diputado/378,"DE PEDRO, Eduardo Enrique",DE PEDRO, Eduardo Enrique,-,Frente de Todos,Buenos Aires,546,172,11,146,-
A50970,https://votaciones.hcdn.gob.ar/diputado/587,"DE PONTI, Lucila María",DE PONTI, Lucila María,-,Movimiento Evita,Santa Fe,223,140,7,150,-
A4800,https://votaciones.hcdn.gob.ar/diputado/246,"DE PRAT GAY, Alfonso",DE PRAT GAY, Alfonso,-,Coalición Cívica - ARI - UNEN,C.A.B.A.,113,68,13,131,-
A79,https://votaciones.hcdn.gob.ar/diputado/759,"DE SANCTIS, Guillermo Horacio",DE SANCTIS, Guillermo Horacio,-,Justicialista,San Juan,41,45,-,31,-
A50894,https://votaciones.hcdn.gob.ar/diputado/58,"DE VIDO, Julio (Suspendido Art 70 C.N.)",DE VIDO, Julio (Suspendido Art 70 C.N.),-,Frente para la Victoria - PJ,Buenos Aires,77,49,2,392,-
A4502,https://votaciones.hcdn.gob.ar/diputado/760,"DEL  RICCIO, Ana María del Carmen",DEL  RICCIO, Ana María del Carmen,-,Frente para la Victoria - PJ,Formosa,76,2,-,25,-
A4619,https://votaciones.hcdn.gob.ar/diputado/203,"DEL CAMPILLO, Héctor Eduardo",DEL CAMPILLO, Héctor Eduardo,-,Unión Cívica Radical,Córdoba,151,76,7,132,-
A50844,https://votaciones.hcdn.gob.ar/diputado/331,"DEL CAÑO, Nicolás",DEL CAÑO, Nicolás,En actividad,PTS - Frente de Izquierda,Buenos Aires,153,127,43,101,-
G414,https://votaciones.hcdn.gob.ar/diputado/1604,"DEL CASTILLO, Fernando Raul",DEL CASTILLO, Fernando Raul,-,MODIN,Buenos Aires,1,3,-,7,-
A51062,https://votaciones.hcdn.gob.ar/diputado/1639,"Del CERRO, Gonzalo Pedro Antonio",Del CERRO, Gonzalo Pedro Antonio,En actividad,Unión Cívica Radical,Santa Fe,98,81,1,60,-
G247,https://votaciones.hcdn.gob.ar/diputado/1431,"DEL FABRO, Lilian del Carmen",DEL FABRO, Lilian del Carmen,-,Unión Cívica Radical,Santa Fe,44,57,1,62,-
A51089,https://votaciones.hcdn.gob.ar/diputado/1663,"Del PLÁ, Romina",Del PLÁ, Romina,En actividad,Fte. de Izquierda y de los Trabajadores,Buenos Aires,70,69,16,85,-
