idDip,urlPerf,fullName,apellido,nombre,estado,bloque,provincia,afirmativos,negativos,abstenciones,ausencias,presidencias
G210,https://votaciones.hcdn.gob.ar/diputado/1394,"PROFILI, Gerardo Pedro",PROFILI, Gerardo Pedro,-,A.R.I,Capital Federal,5,5,-,4,-
G109,https://votaciones.hcdn.gob.ar/diputado/1293,"PRONE, Alberto Josue",PRONE, Alberto Josue,-,Coalición Cívica,Capital Federal,6,2,-,6,-
A4044,https://votaciones.hcdn.gob.ar/diputado/1052,"PRUYAS, Tomás Rubén",PRUYAS, Tomás Rubén,-,Justicialista,Corrientes,225,39,2,34,-
A50694,https://votaciones.hcdn.gob.ar/diputado/509,"PUCHETA, Ramona",PUCHETA, Ramona,-,Frente por la Inclusión Social,Buenos Aires,248,59,5,97,-
A3784,https://votaciones.hcdn.gob.ar/diputado/66,"PUERTA, Federico Ramón",PUERTA, Federico Ramón,-,Frente Peronista,Misiones,55,63,2,289,-
A4056,https://votaciones.hcdn.gob.ar/diputado/1053,"PUIG de STUBRIN, Lilia",PUIG de STUBRIN, Lilia,-,Unión Cívica Radical,Santa Fe,76,111,6,20,-
A4606,https://votaciones.hcdn.gob.ar/diputado/386,"PUIGGROS, Adriana Victoria",PUIGGROS, Adriana Victoria,-,Frente para la Victoria - PJ,Buenos Aires,735,55,8,72,-
G211,https://votaciones.hcdn.gob.ar/diputado/1395,"PURICELLI, Arturo Antonio",PURICELLI, Arturo Antonio,-,A.R.I,Capital Federal,3,1,-,10,-
A51096,https://votaciones.hcdn.gob.ar/diputado/1670,"QUETGLAS, Fabio José",QUETGLAS, Fabio José,En actividad,Unión Cívica Radical,Buenos Aires,116,82,-,42,-
G110,https://votaciones.hcdn.gob.ar/diputado/1294,"QUEZADA, Rodolfo H.",QUEZADA, Rodolfo H.,-,Córdoba Federal,Buenos Aires,4,6,-,4,-
A50917,https://votaciones.hcdn.gob.ar/diputado/29,"QUINTAR, Amado",QUINTAR, Amado,-,Fte. Cívico y Social de Catamarca,Catamarca,3,2,-,181,-
A3792,https://votaciones.hcdn.gob.ar/diputado/1054,"QUINTELA, Ricardo Clemente",QUINTELA, Ricardo Clemente,-,Justicialista,La Rioja,85,66,3,44,-
A4790,https://votaciones.hcdn.gob.ar/diputado/401,"QUINTERO, Marta Beatriz",QUINTERO, Marta Beatriz,-,Frente para la Victoria - PJ,La Rioja,72,21,4,16,-
G8,https://votaciones.hcdn.gob.ar/diputado/1192,"QUINZIO, Bernardo Pascual",QUINZIO, Bernardo Pascual,-,Justicialista,San Luis,34,42,-,19,-
A4824,https://votaciones.hcdn.gob.ar/diputado/108,"QUIROGA, Horacio Rodolfo",QUIROGA, Horacio Rodolfo,-,Unión Cívica Radical,Neuquén,54,8,2,27,-
A103,https://votaciones.hcdn.gob.ar/diputado/410,"QUIROZ, Elsa Siria",QUIROZ, Elsa Siria,-,Coalición Cívica - ARI - UNEN,Buenos Aires,548,310,52,187,-
A50927,https://votaciones.hcdn.gob.ar/diputado/579,"RACH QUIROGA, Analía Alexandra",RACH QUIROGA, Analía Alexandra,-,Frente para la Victoria - PJ,Chaco,216,150,5,149,-
A51023,https://votaciones.hcdn.gob.ar/diputado/4,"RAFFO, Julio César",RAFFO, Julio César,-,Diálogo y Trabajo,C.A.B.A.,197,13,1,96,-
A50680,https://votaciones.hcdn.gob.ar/diputado/149,"RAIMUNDI, Carlos",RAIMUNDI, Carlos,-,Solidario SI,Buenos Aires,734,234,50,502,-
A51035,https://votaciones.hcdn.gob.ar/diputado/1589,"RAMÓN, José Luis",RAMÓN, José Luis,En actividad,Unidad y Equidad Federal,Mendoza,188,40,6,6,-
A50969,https://votaciones.hcdn.gob.ar/diputado/313,"RAMOS, Alejandro Ariel",RAMOS, Alejandro Ariel,-,Primero Argentina,Santa Fe,217,136,5,162,-
G388,https://votaciones.hcdn.gob.ar/diputado/1575,"RAMPI, Pascual Angel",RAMPI, Pascual Angel,-,Justicialista,Buenos Aires,61,21,1,17,-
A4283,https://votaciones.hcdn.gob.ar/diputado/1056,"RAPETTI, Ricardo Francisco",RAPETTI, Ricardo Francisco,-,Justicialista,Buenos Aires,38,14,2,158,-
A50758,https://votaciones.hcdn.gob.ar/diputado/361,"RASINO, Elida Elena",RASINO, Elida Elena,-,Partido Socialista,Santa Fe,117,91,14,187,-
A4136,https://votaciones.hcdn.gob.ar/diputado/1057,"RATTIN, Antonio Ubaldo",RATTIN, Antonio Ubaldo,-,Unidad Federalista,Buenos Aires,40,29,10,134,-
A51103,https://votaciones.hcdn.gob.ar/diputado/1677,"RAUSCHENBERGER, Ariel",RAUSCHENBERGER, Ariel,En actividad,Frente de Todos,La Pampa,190,13,5,32,-
A50891,https://votaciones.hcdn.gob.ar/diputado/563,"RAVERTA, María Fernanda",RAVERTA, María Fernanda,-,Frente para la Victoria - PJ,Buenos Aires,267,176,12,65,-
A4807,https://votaciones.hcdn.gob.ar/diputado/440,"RE, Hilma Leonor",RE, Hilma Leonor,-,Coalición Cívica - ARI - UNEN,Entre Ríos,90,71,10,154,-
G47,https://votaciones.hcdn.gob.ar/diputado/1231,"RE, Ricardo Horacio",RE, Ricardo Horacio,-,--,,78,16,-,17,-
A4451,https://votaciones.hcdn.gob.ar/diputado/1,"RECALDE, Héctor Pedro",RECALDE, Héctor Pedro,-,Frente para la Victoria - PJ,Buenos Aires,1278,177,13,180,-
A3798,https://votaciones.hcdn.gob.ar/diputado/1058,"RECIO, Jose  Antonio",RECIO, Jose  Antonio,-,Unión Cívica Radical,Buenos Aires,62,23,-,22,-
A50739,https://votaciones.hcdn.gob.ar/diputado/349,"REDCZUK, Oscar Felipe",REDCZUK, Oscar Felipe,-,Fte. Renov. de la Conc. Misiones - FPV-PJ,Misiones,324,11,-,74,-
A4752,https://votaciones.hcdn.gob.ar/diputado/397,"REGAZZOLI, María Cristina",REGAZZOLI, María Cristina,-,Partido Justicialista La Pampa,La Pampa,300,23,1,1,-
A51036,https://votaciones.hcdn.gob.ar/diputado/1621,"REGIDOR BELLEDONE, Estela Mercedes",REGIDOR BELLEDONE, Estela Mercedes,En actividad,Unión Cívica Radical,Corrientes,118,86,1,35,-
A4625,https://votaciones.hcdn.gob.ar/diputado/1059,"REJAL, Jesús Fernando",REJAL, Jesús Fernando,-,Frente para la Victoria - PJ,La Rioja,118,5,1,129,-
G406,https://votaciones.hcdn.gob.ar/diputado/1596,"REMEDI, Luz Elizabeth",REMEDI, Luz Elizabeth,-,U. Ce. De.,Córdoba,19,10,4,21,-
A3480,https://votaciones.hcdn.gob.ar/diputado/1060,"REMES LENICOV, Jorge Luis",REMES LENICOV, Jorge Luis,-,Justicialista,Buenos Aires,39,51,1,27,-
A51220,https://votaciones.hcdn.gob.ar/diputado/1795,"REY, Maria Lujan",REY, Maria Lujan,En actividad,PRO,Buenos Aires,2,25,-,-,-
A4667,https://votaciones.hcdn.gob.ar/diputado/568,"REYES, María Fernanda",REYES, María Fernanda,-,Coalición Cívica - ARI - UNEN,C.A.B.A.,149,87,9,121,-
A51077,https://votaciones.hcdn.gob.ar/diputado/1652,"REYES, Roxana Nahir",REYES, Roxana Nahir,En actividad,Unión Cívica Radical,Santa Cruz,138,88,2,12,-
A51177,https://votaciones.hcdn.gob.ar/diputado/1757,"REZINOVSKY, Dina Esther",REZINOVSKY, Dina Esther,En actividad,PRO,C.A.B.A.,2,25,-,-,-
A2613,https://votaciones.hcdn.gob.ar/diputado/1061,"RIAL, Osvaldo Hugo",RIAL, Osvaldo Hugo,-,Justicialista,Buenos Aires,57,51,7,50,-
A50860,https://votaciones.hcdn.gob.ar/diputado/186,"RICCARDO, José Luis",RICCARDO, José Luis,En actividad,Unión Cívica Radical,San Luis,444,158,14,115,-
A51134,https://votaciones.hcdn.gob.ar/diputado/1713,"RICCI, Nadia Lorena",RICCI, Nadia Lorena,-,Unión Cívica Radical,Santa Cruz,96,48,2,28,-
A4386,https://votaciones.hcdn.gob.ar/diputado/1062,"RICHTER, Ana",RICHTER, Ana,-,Frente para la Victoria - PJ,Córdoba,554,37,6,101,-
G291,https://votaciones.hcdn.gob.ar/diputado/1475,"RICO, Aldo",RICO, Aldo,-,MODIN,Buenos Aires,33,39,1,80,-
A4137,https://votaciones.hcdn.gob.ar/diputado/1063,"RICO, María del Carmen Cecilia",RICO, María del Carmen Cecilia,-,Frente para la Victoria - PJ,Buenos Aires,585,91,60,309,-
A50760,https://votaciones.hcdn.gob.ar/diputado/24,"RIESTRA, Antonio Sabino",RIESTRA, Antonio Sabino,-,Unidad Popular,Santa Fe,204,96,24,85,-
A4653,https://votaciones.hcdn.gob.ar/diputado/483,"RIOBOO, Sandra Adriana",RIOBOO, Sandra Adriana,-,Unión Cívica Radical,Buenos Aires,107,61,14,184,-
A50722,https://votaciones.hcdn.gob.ar/diputado/424,"RIOS, Liliana María",RIOS, Liliana María,-,Frente para la Victoria - PJ,Entre Ríos,361,6,-,42,-
A4412,https://votaciones.hcdn.gob.ar/diputado/1064,"RIOS, María Fabiana",RIOS, María Fabiana,-,A.R.I,Tierra del Fuego,187,182,21,308,-
A50718,https://votaciones.hcdn.gob.ar/diputado/216,"RIOS, Roberto Fabián",RIOS, Roberto Fabián,-,Frente para la Victoria - PJ,Corrientes,173,4,-,48,-
A4783,https://votaciones.hcdn.gob.ar/diputado/513,"RISKO, Silvia Lucrecia",RISKO, Silvia Lucrecia,-,Frente de la Concordia Misionero,Misiones,570,54,5,187,-
A50932,https://votaciones.hcdn.gob.ar/diputado/456,"RISTA, Olga María",RISTA, Olga María,-,Unión Cívica Radical,Córdoba,340,91,4,85,-
A51221,https://votaciones.hcdn.gob.ar/diputado/1796,"RITONDO, Cristian",RITONDO, Cristian,En actividad,PRO,Buenos Aires,2,23,-,2,-
A4387,https://votaciones.hcdn.gob.ar/diputado/1065,"RITONDO, Cristian",RITONDO, Cristian,-,Propuesta Peronista,C.A.B.A.,176,50,20,452,-
G389,https://votaciones.hcdn.gob.ar/diputado/1576,"RIVADERA, Marta Liliana",RIVADERA, Marta Liliana,-,Justicialista,La Rioja,40,14,2,44,-
A4784,https://votaciones.hcdn.gob.ar/diputado/8,"RIVARA, Raúl Alberto",RIVARA, Raúl Alberto,-,Frente Renovador,Buenos Aires,138,57,8,122,-
A50727,https://votaciones.hcdn.gob.ar/diputado/96,"RIVAROLA, Rubén Armando",RIVAROLA, Rubén Armando,-,Frente para la Victoria - PJ,Jujuy,285,4,1,119,-
A3770,https://votaciones.hcdn.gob.ar/diputado/195,"RIVAS, Jorge",RIVAS, Jorge,-,Frente para la Victoria - PJ,Buenos Aires,467,186,37,258,-
A3164,https://votaciones.hcdn.gob.ar/diputado/1066,"RIVAS, Olijela del Valle",RIVAS, Olijela del Valle,-,Justicialista,Tucumán,54,50,5,56,-
A51183,https://votaciones.hcdn.gob.ar/diputado/1763,"RIZZOTTI, Jorge",RIZZOTTI, Jorge,En actividad,Unión Cívica Radical,Jujuy,1,-,-,26,-
A50689,https://votaciones.hcdn.gob.ar/diputado/131,"ROBERTI, Alberto Oscar",ROBERTI, Alberto Oscar,-,Justicialista,Buenos Aires,111,48,29,613,-
G407,https://votaciones.hcdn.gob.ar/diputado/1597,"ROBERTI, Raquel",ROBERTI, Raquel,-,Unión Cívica Radical,Santa Fe,30,18,1,18,-
A4753,https://votaciones.hcdn.gob.ar/diputado/89,"ROBLEDO, Roberto Ricardo",ROBLEDO, Roberto Ricardo,-,Partido Justicialista La Pampa,La Pampa,259,23,2,41,-
G338,https://votaciones.hcdn.gob.ar/diputado/1525,"ROBLES, Miguel Angel",ROBLES, Miguel Angel,-,Justicialista,Santa Fe,62,18,-,20,-
A73,https://votaciones.hcdn.gob.ar/diputado/1067,"ROBLES AVALOS, Edmundo Eduardo",ROBLES AVALOS, Edmundo Eduardo,-,Justicialista,Tucumán,10,3,-,9,-
A51063,https://votaciones.hcdn.gob.ar/diputado/1640,"RODENAS, Alejandra",RODENAS, Alejandra,-,Frente de Todos,Santa Fe,78,40,6,89,-
A143,https://votaciones.hcdn.gob.ar/diputado/1068,"RODIL, Rodolfo",RODIL, Rodolfo,-,Encuentro Popular,Buenos Aires,137,74,19,31,4
G111,https://votaciones.hcdn.gob.ar/diputado/1295,"RODRIGO, Esteban Joaquin",RODRIGO, Esteban Joaquin,-,Córdoba Federal,Buenos Aires,42,15,2,52,-
A51222,https://votaciones.hcdn.gob.ar/diputado/1797,"RODRIGUEZ, Alejandro",RODRIGUEZ, Alejandro,En actividad,Consenso Federal,Buenos Aires,24,3,-,-,-
A4678,https://votaciones.hcdn.gob.ar/diputado/95,"RODRIGUEZ, Evaristo Arturo",RODRIGUEZ, Evaristo Arturo,-,Frente para la Victoria - PJ,Santa Cruz,308,31,4,23,-
A20,https://votaciones.hcdn.gob.ar/diputado/1069,"RODRIGUEZ, Jesus",RODRIGUEZ, Jesus,-,Unión Cívica Radical,C.A.B.A.,132,61,27,109,-
G212,https://votaciones.hcdn.gob.ar/diputado/1396,"RODRIGUEZ, José",RODRIGUEZ, José,-,A.R.I,Capital Federal,32,1,1,77,-
G282,https://votaciones.hcdn.gob.ar/diputado/1466,"RODRIGUEZ, Mabel E.",RODRIGUEZ, Mabel E.,-,Justicialista,Buenos Aires,116,30,-,18,-
A4139,https://votaciones.hcdn.gob.ar/diputado/494,"RODRIGUEZ, Marcela Virginia",RODRIGUEZ, Marcela Virginia,-,Democracia Igualitaria y Participativa,Buenos Aires,492,396,88,394,-
A50978,https://votaciones.hcdn.gob.ar/diputado/333,"RODRIGUEZ, Matías David",RODRIGUEZ, Matías David,-,Frente para la Victoria - PJ,Tierra del Fuego,181,124,7,208,-
A4388,https://votaciones.hcdn.gob.ar/diputado/1070,"RODRIGUEZ, Oscar Ernesto R.",RODRIGUEZ, Oscar Ernesto R.,-,Peronista Federal,Buenos Aires,333,28,19,318,-
G112,https://votaciones.hcdn.gob.ar/diputado/1296,"RODRIGUEZ, Raul Eduardo",RODRIGUEZ, Raul Eduardo,-,Afirmación Peronista,Capital Federal,7,6,-,1,-
A50895,https://votaciones.hcdn.gob.ar/diputado/327,"RODRIGUEZ, Rodrigo Martín",RODRIGUEZ, Rodrigo Martín,-,Frente para la Victoria - PJ,Buenos Aires,206,127,8,179,-
A4409,https://votaciones.hcdn.gob.ar/diputado/1071,"RODRIGUEZ  SAA, Adolfo",RODRIGUEZ  SAA, Adolfo,-,Frente del Movimiento Popular,San Luis,17,56,5,59,-
G418,https://votaciones.hcdn.gob.ar/diputado/1709,"RODRIGUEZ GIAVARINI, Adalberto",RODRIGUEZ GIAVARINI, Adalberto,-,Unión Cívica Radical,Capital Federal,6,4,-,3,-
A4138,https://votaciones.hcdn.gob.ar/diputado/1072,"RODRIGUEZ GONZALEZ, Oliva",RODRIGUEZ GONZALEZ, Oliva,-,Justicialista,Buenos Aires,21,11,-,34,-
A51248,https://votaciones.hcdn.gob.ar/diputado/1819,"RODRIGUEZ SAA, Nicolás Marcelo",RODRIGUEZ SAA, Nicolás Marcelo,En actividad,Frente de Todos,Buenos Aires,26,-,-,1,-
G48,https://votaciones.hcdn.gob.ar/diputado/1232,"RODRIGUEZ SAÑUDO, Hugo B.",RODRIGUEZ SAÑUDO, Hugo B.,-,--,,80,16,2,13,-
A50724,https://votaciones.hcdn.gob.ar/diputado/211,"ROGEL, Fabián Dulio",ROGEL, Fabián Dulio,-,Unión Cívica Radical,Entre Ríos,116,122,11,160,-
A1698,https://votaciones.hcdn.gob.ar/diputado/1073,"ROGGERO, Humberto Jesus",ROGGERO, Humberto Jesus,-,Justicialista,Córdoba,163,63,11,257,-
G113,https://votaciones.hcdn.gob.ar/diputado/1297,"ROIG, Angel",ROIG, Angel,-,Afirmación Peronista,Capital Federal,31,47,5,28,-
A4543,https://votaciones.hcdn.gob.ar/diputado/1074,"ROJKES de ALPEROVICH, Beatriz Liliana",ROJKES de ALPEROVICH, Beatriz Liliana,-,Frente para la Victoria - PJ,Tucumán,589,28,-,215,-
G283,https://votaciones.hcdn.gob.ar/diputado/1467,"ROJO, Rubén Dario",ROJO, Rubén Dario,-,Justicialista,San Luis,116,31,3,14,-
A4660,https://votaciones.hcdn.gob.ar/diputado/1075,"ROLDAN, José María",ROLDAN, José María,-,Frente de Todos,Corrientes,117,20,7,144,-
G339,https://votaciones.hcdn.gob.ar/diputado/1526,"ROLLANO, Eduardo Daniel",ROLLANO, Eduardo Daniel,-,Justicialista,Capital Federal,56,18,-,26,-
A50996,https://votaciones.hcdn.gob.ar/diputado/299,"ROMA, Carlos Gastón",ROMA, Carlos Gastón,-,PRO,Tierra del Fuego,349,92,7,72,-
A3244,https://votaciones.hcdn.gob.ar/diputado/1076,"ROMA, Rafael Edgardo",ROMA, Rafael Edgardo,-,A.R.I,Buenos Aires,40,71,10,44,-
A4563,https://votaciones.hcdn.gob.ar/diputado/1077,"ROMAN, Carmen",ROMAN, Carmen,-,Frente para la Victoria - PJ,Formosa,576,46,5,102,-
A1982,https://votaciones.hcdn.gob.ar/diputado/1078,"ROMANO, Antonio Anselmo",ROMANO, Antonio Anselmo,-,Justicialista,Santiago del Estero,10,11,1,64,-
G0,https://votaciones.hcdn.gob.ar/diputado/1184,"ROMERO, Carlos Alberto",ROMERO, Carlos Alberto,-,Justicialista,La Rioja,73,10,1,13,14
A4140,https://votaciones.hcdn.gob.ar/diputado/1080,"ROMERO, Gabriel Luis",ROMERO, Gabriel Luis,-,Justicialista,Neuquén,42,12,-,27,-
A3527,https://votaciones.hcdn.gob.ar/diputado/1079,"ROMERO, Héctor Ramón",ROMERO, Héctor Ramón,-,Unión Cívica Radical,Chaco,137,104,12,77,-
G213,https://votaciones.hcdn.gob.ar/diputado/1397,"ROMERO, Humberto Antonio",ROMERO, Humberto Antonio,-,A.R.I,Capital Federal,49,8,2,52,-
A51084,https://votaciones.hcdn.gob.ar/diputado/1659,"ROMERO, Jorge Antonio",ROMERO, Jorge Antonio,En actividad,Frente de Todos,Corrientes,137,58,4,41,-
A4391,https://votaciones.hcdn.gob.ar/diputado/1081,"ROMERO, José Antonio",ROMERO, José Antonio,-,Peronista Federal,Buenos Aires,119,5,2,1,-
A50800,https://votaciones.hcdn.gob.ar/diputado/258,"ROMERO, Oscar Alberto",ROMERO, Oscar Alberto,-,Justicialista,Buenos Aires,376,20,9,86,-
A4405,https://votaciones.hcdn.gob.ar/diputado/1082,"ROMERO, Rosario",ROMERO, Rosario,-,Frente para la Victoria - PJ,Entre Ríos,531,29,5,133,-
A51155,https://votaciones.hcdn.gob.ar/diputado/1736,"ROMERO, Victor Hugo",ROMERO, Victor Hugo,En actividad,Unión Cívica Radical,Córdoba,2,25,-,-,-
A50967,https://votaciones.hcdn.gob.ar/diputado/347,"ROQUEL, Héctor Alberto",ROQUEL, Héctor Alberto,-,Unión Cívica Radical,Santa Cruz,272,45,3,26,-
A4389,https://votaciones.hcdn.gob.ar/diputado/1083,"ROQUEL, Rodolfo",ROQUEL, Rodolfo,-,Frente para la Victoria - PJ,Formosa,538,46,19,95,-
A4166,https://votaciones.hcdn.gob.ar/diputado/1084,"ROSELLI, José Alberto",ROSELLI, José Alberto,-,Convergencia,C.A.B.A.,20,57,5,131,-
A4536,https://votaciones.hcdn.gob.ar/diputado/160,"ROSSI, Agustín",ROSSI, Agustín,-,Frente de Todos,Santa Fe,1133,120,12,45,-
A4638,https://votaciones.hcdn.gob.ar/diputado/182,"ROSSI, Alejandro Luis",ROSSI, Alejandro Luis,-,Frente para la Victoria - PJ,Santa Fe,274,29,2,61,-
A50825,https://votaciones.hcdn.gob.ar/diputado/418,"ROSSI, Blanca Araceli",ROSSI, Blanca Araceli,-,Unidos por una Nueva Argentina,Córdoba,379,77,21,14,-
A4592,https://votaciones.hcdn.gob.ar/diputado/555,"ROSSI, Cipriana Lorena",ROSSI, Cipriana Lorena,-,Unión Peronista,Rio Negro,189,46,22,109,-
A4452,https://votaciones.hcdn.gob.ar/diputado/1085,"ROSSO, Graciela Zulema",ROSSO, Graciela Zulema,-,Frente para la Victoria - PJ,Buenos Aires,446,27,4,89,-
A51041,https://votaciones.hcdn.gob.ar/diputado/1623,"ROSSO, Victoria",ROSSO, Victoria,En actividad,Frente de Todos,San Luis,149,35,10,46,-
A4141,https://votaciones.hcdn.gob.ar/diputado/1086,"ROY, Irma",ROY, Irma,-,Justicialista,C.A.B.A.,331,47,4,42,-
A4481,https://votaciones.hcdn.gob.ar/diputado/1087,"ROZAS, Angel",ROZAS, Angel,-,Unión Cívica Radical,Chaco,74,48,6,357,-
A51165,https://votaciones.hcdn.gob.ar/diputado/1746,"RUARTE, Adriana Noemi",RUARTE, Adriana Noemi,En actividad,PRO,Córdoba,2,22,-,3,-
G390,https://votaciones.hcdn.gob.ar/diputado/1577,"RUBEO, Luis",RUBEO, Luis,-,Justicialista,Santa Fe,51,23,-,26,-
A50829,https://votaciones.hcdn.gob.ar/diputado/232,"RUBÍN, Carlos Gustavo",RUBÍN, Carlos Gustavo,-,Justicialista,Corrientes,426,30,4,31,-
A4142,https://votaciones.hcdn.gob.ar/diputado/1088,"RUBINI, Mirta Elsa",RUBINI, Mirta Elsa,-,Peronista Federal,Buenos Aires,236,32,4,105,-
A4786,https://votaciones.hcdn.gob.ar/diputado/505,"RUCCI, Claudia Mónica",RUCCI, Claudia Mónica,-,Unidos por una Nueva Argentina,Buenos Aires,315,56,4,257,-
A4390,https://votaciones.hcdn.gob.ar/diputado/1089,"RUCKAUF, Carlos Federico",RUCKAUF, Carlos Federico,-,Peronista Federal,Buenos Aires,385,32,7,284,-
A50761,https://votaciones.hcdn.gob.ar/diputado/464,"RUIZ, Aida Delia",RUIZ, Aida Delia,-,Frente Cívico por Santiago,Santiago del Estero,387,8,1,13,-
G214,https://votaciones.hcdn.gob.ar/diputado/1398,"RUIZ, Angel",RUIZ, Angel,-,A.R.I,Capital Federal,4,-,-,10,-
A4683,https://votaciones.hcdn.gob.ar/diputado/1090,"RUIZ, Ramón",RUIZ, Ramón,-,Frente para la Victoria - PJ,Buenos Aires,222,17,3,69,-
A50939,https://votaciones.hcdn.gob.ar/diputado/339,"RUIZ ARAGÓN, José Arnaldo",RUIZ ARAGÓN, José Arnaldo,En actividad,Frente de Todos,Corrientes,201,113,5,228,-
G284,https://votaciones.hcdn.gob.ar/diputado/1468,"RUIZ PALACIOS, José David",RUIZ PALACIOS, José David,-,Acción Chaqueña,Chaco,54,24,-,86,-
A51067,https://votaciones.hcdn.gob.ar/diputado/1644,"RUSSO, Laura",RUSSO, Laura,En actividad,Frente de Todos,Buenos Aires,124,39,5,72,-
A3715,https://votaciones.hcdn.gob.ar/diputado/1091,"SAADE, Blanca Azucena",SAADE, Blanca Azucena,-,Unión Cívica Radical,Salta,81,22,3,59,-
A51052,https://votaciones.hcdn.gob.ar/diputado/1630,"SAADI, Gustavo Arturo",SAADI, Gustavo Arturo,-,Elijo Catamarca,Catamarca,133,24,4,52,-
G215,https://votaciones.hcdn.gob.ar/diputado/1399,"SAADI, Luis Alberto",SAADI, Luis Alberto,-,A.R.I,Capital Federal,1,-,-,13,-
A4006,https://votaciones.hcdn.gob.ar/diputado/1092,"SAADI, Ramón Eduardo",SAADI, Ramón Eduardo,-,Justicialista,Catamarca,58,16,2,200,-
A4816,https://votaciones.hcdn.gob.ar/diputado/282,"SABBATELLA, Martín",SABBATELLA, Martín,-,Solidario SI,Buenos Aires,121,15,6,183,-
G114,https://votaciones.hcdn.gob.ar/diputado/1298,"SABIO, Juan Carlos",SABIO, Juan Carlos,-,Partido Blanco,Capital Federal,12,2,-,-,-
A50767,https://votaciones.hcdn.gob.ar/diputado/295,"SACCA, Luis Fernando",SACCA, Luis Fernando,-,Unión Cívica Radical,Tucumán,98,92,8,211,-
G216,https://votaciones.hcdn.gob.ar/diputado/1400,"SACKS, Ruben Rodolfo",SACKS, Ruben Rodolfo,-,A.R.I,Capital Federal,2,-,-,12,-
G391,https://votaciones.hcdn.gob.ar/diputado/1578,"SAGGESE, Nestor Mario",SAGGESE, Nestor Mario,-,Unión Cívica Radical,Buenos Aires,34,30,-,36,-
A51056,https://votaciones.hcdn.gob.ar/diputado/1634,"SAHAD, Julio Enrique",SAHAD, Julio Enrique,En actividad,PRO,La Rioja,140,68,1,31,-
A33,https://votaciones.hcdn.gob.ar/diputado/1093,"SALIM, Fernando Omar",SALIM, Fernando Omar,-,Frente para la Victoria - PJ,Santiago del Estero,245,64,15,311,-
A4544,https://votaciones.hcdn.gob.ar/diputado/55,"SALIM, Juan Arturo",SALIM, Juan Arturo,-,Frente para la Victoria - PJ,Tucumán,1017,55,5,80,-
A50861,https://votaciones.hcdn.gob.ar/diputado/179,"SALINO, Fernando Aldo",SALINO, Fernando Aldo,-,Compromiso Federal,San Luis,85,29,7,63,-
G285,https://votaciones.hcdn.gob.ar/diputado/1469,"SALINO, María Antonia",SALINO, María Antonia,-,Justicialista,San Luis,93,30,-,41,-
G392,https://votaciones.hcdn.gob.ar/diputado/1579,"SALTO, Julio Francisco José",SALTO, Julio Francisco José,-,Justicialista,Rio Negro,51,19,1,29,-
A4521,https://votaciones.hcdn.gob.ar/diputado/1094,"SALUM, Osvaldo Rubén",SALUM, Osvaldo Rubén,-,Frente para la Victoria - PJ,Salta,646,37,10,139,-
G49,https://votaciones.hcdn.gob.ar/diputado/1233,"SALUSSO, Horacio Ramón",SALUSSO, Horacio Ramón,-,MODIN,,6,-,-,8,-
G115,https://votaciones.hcdn.gob.ar/diputado/1299,"SALVADOR, Daniel Marcelo",SALVADOR, Daniel Marcelo,-,Córdoba Federal,Capital Federal,6,6,-,2,-
A51223,https://votaciones.hcdn.gob.ar/diputado/1798,"SALVADOR, Sebastian Nicolás",SALVADOR, Sebastian Nicolás,En actividad,Unión Cívica Radical,Buenos Aires,2,25,-,-,-
A51065,https://votaciones.hcdn.gob.ar/diputado/1642,"SALVAREZZA, Roberto",SALVAREZZA, Roberto,-,Frente de Todos,Buenos Aires,131,58,5,19,-
A865,https://votaciones.hcdn.gob.ar/diputado/1095,"SALVATORI, Pedro",SALVATORI, Pedro,-,Movimiento Popular Neuquino,Neuquén,64,15,6,32,-
G217,https://votaciones.hcdn.gob.ar/diputado/1401,"SAMID, Manuel Julio",SAMID, Manuel Julio,-,A.R.I,Capital Federal,3,-,-,11,-
G295,https://votaciones.hcdn.gob.ar/diputado/1479,"SAMPIETRO, Darci",SAMPIETRO, Darci,-,Justicialista,Entre Ríos,79,20,6,59,-
A50849,https://votaciones.hcdn.gob.ar/diputado/218,"SAN MARTÍN, Adrián",SAN MARTÍN, Adrián,-,Movimiento Popular Neuquino,Neuquén,287,14,2,188,-
A50813,https://votaciones.hcdn.gob.ar/diputado/301,"SÁNCHEZ, Fernando",SÁNCHEZ, Fernando,-,Coalición Cívica,C.A.B.A.,475,208,41,193,-
A51224,https://votaciones.hcdn.gob.ar/diputado/1799,"SANCHEZ, Francisco",SANCHEZ, Francisco,En actividad,PRO,Neuquén,-,-,-,27,-
A2588,https://votaciones.hcdn.gob.ar/diputado/1097,"SANCHEZ, Liliana Ester",SANCHEZ, Liliana Ester,-,Unión Cívica Radical,Buenos Aires,105,37,8,15,-
G354,https://votaciones.hcdn.gob.ar/diputado/1541,"SANCHEZ, Mary",SANCHEZ, Mary,-,FREPASO,Buenos Aires,40,36,4,20,-
G116,https://votaciones.hcdn.gob.ar/diputado/1300,"SANCHEZ GALDEANO, Roque",SANCHEZ GALDEANO, Roque,-,Movimiento Popular Fueguino,Capital Federal,37,6,1,67,-
A51162,https://votaciones.hcdn.gob.ar/diputado/1743,"SAND GIORASI, Nancy Aracely",SAND GIORASI, Nancy Aracely,En actividad,Frente de Todos,Corrientes,27,-,-,-,-
